nomes,idade,cidade,estado,cpf,cnpj,qtd_clientes_estado,media_idade,CPF_Valido_Invalido,CNPJ_Valido_Invalido,Quantidade CPF Válidos,Quantidade de CPF Inválidos,Quantidade CNPJ Válidos,Quantidade de CNPJ Inválidos,Quantidade_Clientes
david baker,36,ACEGUÁ,RS,24438867436,72100501887619,370,53.7831,True,False,10000,0,5061,4939,10000
andrea robertson,24,ABDON BATISTA,SC,38233737062,19727913,370,53.7831,True,True,10000,0,5061,4939,10000
sandy ellis,24,AMPARO DE SÃO FRANCISCO,SE,18961541072,01996701538136,370,53.7831,True,False,10000,0,5061,4939,10000
albert padilla,34,ADAMANTINA,SP,19367289073,90383513,364,53.7831,True,True,10000,0,5061,4939,10000
carolyn adkins,43,ABREULÂNDIA,TO,88230160023,95617515152839,370,53.7831,True,False,10000,0,5061,4939,10000
eric montgomery,43,ACRELÂNDIA,AC,33355793132,34626113,371,53.7831,True,True,10000,0,5061,4939,10000
melissa miller,34,ÁGUA BRANCA,AL,29079729523,23147828256304,371,53.7831,True,False,10000,0,5061,4939,10000
jennifer parker,25,ALVARÃES,AM,85616479063,50127113,371,53.7831,True,True,10000,0,5061,4939,10000
riley gonzalez,41,SERRA DO NAVIO,AP,20332484963,47492554460037,371,53.7831,True,False,10000,0,5061,4939,10000
angela brown,53,ABAÍRA,BA,2414718005,69099713,371,53.7831,True,True,10000,0,5061,4939,10000
samuel ritter,85,ABAIARA,CE,68481456535,32135582761577,371,53.7831,True,False,10000,0,5061,4939,10000
debbie coleman,87,Brasília,DF,96946544676,49627213,365,53.7831,True,True,10000,0,5061,4939,10000
kelly edwards,77,AFONSO CLÁUDIO,ES,75635636284,47649611385160,371,53.7831,True,False,10000,0,5061,4939,10000
kelsey little,74,ABADIA DE GOIÁS,GO,19819741645,52078213,371,53.7831,True,True,10000,0,5061,4939,10000
richard garner,83,AÇAILÂNDIA,MA,02146153911,71856580075170,371,53.7831,True,False,10000,0,5061,4939,10000
vincent burton,81,ABADIA DOS DOURADOS,MG,91823150004,83575213,340,53.7831,True,True,10000,0,5061,4939,10000
caitlin smith,29,ÁGUA CLARA,MS,81020445009,08541111230465,370,53.7831,True,False,10000,0,5061,4939,10000
seth stein,38,ACORIZAL,MT,21859567282,11898313,370,53.7831,True,True,10000,0,5061,4939,10000
tiffany romero,30,ABAETETUBA,PA,97446202181,34604999823422,370,53.7831,True,False,10000,0,5061,4939,10000
rachel smith,55,ÁGUA BRANCA,PB,3515011692,59170413,370,53.7831,True,True,10000,0,5061,4939,10000
doris hays,76,ABREU E LIMA,PE,75181595383,67327936319697,370,53.7831,True,False,10000,0,5061,4939,10000
steven conrad,31,ACAUÃ,PI,84438117739,78018512,370,53.7831,True,True,10000,0,5061,4939,10000
zachary perez,50,ABATIÁ,PR,34698847060,38451590748405,370,53.7831,True,False,10000,0,5061,4939,10000
brent villanueva,58,ANGRA DOS REIS,RJ,95178972198,66648213,355,53.7831,True,True,10000,0,5061,4939,10000
melinda marshall,75,ACARI,RN,65028848220,01471825949319,370,53.7831,True,False,10000,0,5061,4939,10000
alicia poole,79,ALTA FLORESTA D'OESTE,RO,58711614722,52961613,370,53.7831,True,True,10000,0,5061,4939,10000
matthew coffey,18,AMAJARI,RR,82682052029,04712141735554,370,53.7831,True,False,10000,0,5061,4939,10000
sarah hopkins,48,ACEGUÁ,RS,94572116938,26753313,370,53.7831,True,True,10000,0,5061,4939,10000
stephen brown,23,ABDON BATISTA,SC,39290754079,24049316801066,370,53.7831,True,False,10000,0,5061,4939,10000
yolanda ellis,48,AMPARO DE SÃO FRANCISCO,SE,59627357731,56686313,370,53.7831,True,True,10000,0,5061,4939,10000
hector horne,25,ADAMANTINA,SP,36604049183,00516090429093,364,53.7831,True,False,10000,0,5061,4939,10000
amanda anderson,55,ABREULÂNDIA,TO,57010653917,95256713,370,53.7831,True,True,10000,0,5061,4939,10000
madeline wells,42,ACRELÂNDIA,AC,40706541006,55373060940195,371,53.7831,True,False,10000,0,5061,4939,10000
jeffrey johnson,53,ÁGUA BRANCA,AL,19747169533,37069413,371,53.7831,True,True,10000,0,5061,4939,10000
kirk fuller,35,ALVARÃES,AM,63313005039,71792013214660,371,53.7831,True,False,10000,0,5061,4939,10000
david green,72,SERRA DO NAVIO,AP,48876565809,87884513,371,53.7831,True,True,10000,0,5061,4939,10000
ricky curtis,90,ABAÍRA,BA,13888447615,17969686216480,371,53.7831,True,False,10000,0,5061,4939,10000
christopher carrillo,80,ABAIARA,CE,33880218722,68447613,371,53.7831,True,True,10000,0,5061,4939,10000
jennifer hutchinson,36,Brasília,DF,43064132687,06749541659014,365,53.7831,True,False,10000,0,5061,4939,10000
aaron white,53,AFONSO CLÁUDIO,ES,37658711250,12755213,371,53.7831,True,True,10000,0,5061,4939,10000
amy cannon,50,ABADIA DE GOIÁS,GO,59994274368,38568280533355,371,53.7831,True,False,10000,0,5061,4939,10000
colleen wilkins,22,AÇAILÂNDIA,MA,10215348893,22289213,371,53.7831,True,True,10000,0,5061,4939,10000
jenna bowen,66,ABADIA DOS DOURADOS,MG,49331023090,06945828346585,340,53.7831,True,False,10000,0,5061,4939,10000
kyle walker,68,ÁGUA CLARA,MS,78495216256,42199213,370,53.7831,True,True,10000,0,5061,4939,10000
anne douglas,66,ACORIZAL,MT,77069159307,50598114109678,370,53.7831,True,False,10000,0,5061,4939,10000
rhonda barry,76,ABAETETUBA,PA,99577477704,57310313,370,53.7831,True,True,10000,0,5061,4939,10000
andres roman,57,ÁGUA BRANCA,PB,92610525338,84593899987443,370,53.7831,True,False,10000,0,5061,4939,10000
barbara ortiz,81,ABREU E LIMA,PE,91973695278,45859313,370,53.7831,True,True,10000,0,5061,4939,10000
christina villanueva,73,ACAUÃ,PI,14452288316,75171225234526,370,53.7831,True,False,10000,0,5061,4939,10000
christy martinez,87,ABATIÁ,PR,57441726026,56168913,370,53.7831,True,True,10000,0,5061,4939,10000
sarah garcia,48,ANGRA DOS REIS,RJ,39767325670,53872050199533,355,53.7831,True,False,10000,0,5061,4939,10000
haley hernandez,90,ACARI,RN,42987128266,74315313,370,53.7831,True,True,10000,0,5061,4939,10000
chad mccann,28,ALTA FLORESTA D'OESTE,RO,97055902738,92607911702048,370,53.7831,True,False,10000,0,5061,4939,10000
william young,85,AMAJARI,RR,66185789655,65573513,370,53.7831,True,True,10000,0,5061,4939,10000
donna jones,85,ACEGUÁ,RS,55211467841,62784641632367,370,53.7831,True,False,10000,0,5061,4939,10000
sandra santana,50,ABDON BATISTA,SC,37993862116,70300713,370,53.7831,True,True,10000,0,5061,4939,10000
craig stephens,88,AMPARO DE SÃO FRANCISCO,SE,47948243860,95445012183206,370,53.7831,True,False,10000,0,5061,4939,10000
christopher benitez,79,ADAMANTINA,SP,95509978392,82862313,364,53.7831,True,True,10000,0,5061,4939,10000
drew evans,68,ABREULÂNDIA,TO,44727131951,25396849976553,370,53.7831,True,False,10000,0,5061,4939,10000
jeremy brown,87,ACRELÂNDIA,AC,49699219700,51386613,371,53.7831,True,True,10000,0,5061,4939,10000
kathleen le,54,ÁGUA BRANCA,AL,52147274453,59855084709049,371,53.7831,True,False,10000,0,5061,4939,10000
jessica aguilar,72,ALVARÃES,AM,30657675385,18817413,371,53.7831,True,True,10000,0,5061,4939,10000
laurie garcia,62,SERRA DO NAVIO,AP,82375336828,35131606673218,371,53.7831,True,False,10000,0,5061,4939,10000
michele richardson,54,ABAÍRA,BA,18008260017,56234413,371,53.7831,True,True,10000,0,5061,4939,10000
cynthia hart,21,ABAIARA,CE,89479793849,37907081710913,371,53.7831,True,False,10000,0,5061,4939,10000
laura brown,43,Brasília,DF,96899073951,60789513,365,53.7831,True,True,10000,0,5061,4939,10000
taylor hill,44,AFONSO CLÁUDIO,ES,81572217065,54745407149995,371,53.7831,True,False,10000,0,5061,4939,10000
jared rodriguez,44,ABADIA DE GOIÁS,GO,64126805001,94282813,371,53.7831,True,True,10000,0,5061,4939,10000
charles cross,72,AÇAILÂNDIA,MA,72391284829,79629550226017,371,53.7831,True,False,10000,0,5061,4939,10000
jessica morris,53,ABADIA DOS DOURADOS,MG,74082590587,87353613,340,53.7831,True,True,10000,0,5061,4939,10000
kevin johnson,73,ÁGUA CLARA,MS,77945192769,88288055470404,370,53.7831,True,False,10000,0,5061,4939,10000
jonathan ortiz,51,ACORIZAL,MT,50695050095,41013613,370,53.7831,True,True,10000,0,5061,4939,10000
heather kelley,60,ABAETETUBA,PA,70605658331,25759333411502,370,53.7831,True,False,10000,0,5061,4939,10000
steven johnson,70,ÁGUA BRANCA,PB,8268171227,37042913,370,53.7831,True,True,10000,0,5061,4939,10000
brooke joseph,31,ABREU E LIMA,PE,03273549840,14844812632515,370,53.7831,True,False,10000,0,5061,4939,10000
corey fox,87,ACAUÃ,PI,95664672579,50446913,370,53.7831,True,True,10000,0,5061,4939,10000
janet montgomery,54,ABATIÁ,PR,94895319873,55285580250638,370,53.7831,True,False,10000,0,5061,4939,10000
michelle rogers,28,ANGRA DOS REIS,RJ,62358527629,91366612,355,53.7831,True,True,10000,0,5061,4939,10000
shannon leonard,23,ACARI,RN,69154494770,36879767756705,370,53.7831,True,False,10000,0,5061,4939,10000
cheyenne taylor,39,ALTA FLORESTA D'OESTE,RO,35378362105,78800513,370,53.7831,True,True,10000,0,5061,4939,10000
evan stone,50,AMAJARI,RR,59358116005,41787992135056,370,53.7831,True,False,10000,0,5061,4939,10000
angela johnson,34,ACEGUÁ,RS,54716277410,37920613,370,53.7831,True,True,10000,0,5061,4939,10000
lawrence schneider,84,ABDON BATISTA,SC,69381747504,00942603944224,370,53.7831,True,False,10000,0,5061,4939,10000
nancy gray,45,AMPARO DE SÃO FRANCISCO,SE,65437614403,95989513,370,53.7831,True,True,10000,0,5061,4939,10000
jeffrey weber,84,ADAMANTINA,SP,98344120969,39791908296704,364,53.7831,True,False,10000,0,5061,4939,10000
aaron foster,26,ABREULÂNDIA,TO,53807743693,11444713,370,53.7831,True,True,10000,0,5061,4939,10000
steven perez,45,ACRELÂNDIA,AC,90030736781,96873209123567,371,53.7831,True,False,10000,0,5061,4939,10000
amber collins,65,ÁGUA BRANCA,AL,86044842720,43739213,371,53.7831,True,True,10000,0,5061,4939,10000
diana robbins,49,ALVARÃES,AM,56880108199,47284454679718,371,53.7831,True,False,10000,0,5061,4939,10000
lisa oconnor,69,SERRA DO NAVIO,AP,61769144773,13650613,371,53.7831,True,True,10000,0,5061,4939,10000
brenda thompson,41,ABAÍRA,BA,44077097312,20495012729966,371,53.7831,True,False,10000,0,5061,4939,10000
james mitchell,41,ABAIARA,CE,48435501590,27142113,371,53.7831,True,True,10000,0,5061,4939,10000
yvette cruz,47,Brasília,DF,79227312803,29003764581093,365,53.7831,True,False,10000,0,5061,4939,10000
paige maxwell,34,AFONSO CLÁUDIO,ES,53334565343,80451113,371,53.7831,True,True,10000,0,5061,4939,10000
cheryl wong,88,ABADIA DE GOIÁS,GO,82332413260,05340909816811,371,53.7831,True,False,10000,0,5061,4939,10000
lisa thomas,64,AÇAILÂNDIA,MA,48168750420,81957613,371,53.7831,True,True,10000,0,5061,4939,10000
edward perry,84,ABADIA DOS DOURADOS,MG,57575439811,28359590597894,340,53.7831,True,False,10000,0,5061,4939,10000
hannah orozco,73,ÁGUA CLARA,MS,6300073300,16240413,370,53.7831,True,True,10000,0,5061,4939,10000
robin murphy,34,ACORIZAL,MT,44203692300,42412665233840,370,53.7831,True,False,10000,0,5061,4939,10000
brian hayes,41,ABAETETUBA,PA,8448912152,68890613,370,53.7831,True,True,10000,0,5061,4939,10000
gary hernandez,20,ÁGUA BRANCA,PB,97433165827,88405657795603,370,53.7831,True,False,10000,0,5061,4939,10000
thomas martinez,39,ABREU E LIMA,PE,35079474637,69992213,370,53.7831,True,True,10000,0,5061,4939,10000
anthony ferrell,70,ACAUÃ,PI,17377898410,04339796186169,370,53.7831,True,False,10000,0,5061,4939,10000
erica lester,81,ABATIÁ,PR,27422627255,11207313,370,53.7831,True,True,10000,0,5061,4939,10000
rachel porter,84,ANGRA DOS REIS,RJ,99767862390,19920943271431,355,53.7831,True,False,10000,0,5061,4939,10000
andrew miller,70,ACARI,RN,74033450297,46052913,370,53.7831,True,True,10000,0,5061,4939,10000
alexandra nguyen,28,ALTA FLORESTA D'OESTE,RO,35853487698,00531147434108,370,53.7831,True,False,10000,0,5061,4939,10000
jeffrey lee,65,AMAJARI,RR,93623668788,34119613,370,53.7831,True,True,10000,0,5061,4939,10000
hailey fields,52,ACEGUÁ,RS,44744425046,07442760300673,370,53.7831,True,False,10000,0,5061,4939,10000
richard perez,44,ABDON BATISTA,SC,80013042998,55556913,370,53.7831,True,True,10000,0,5061,4939,10000
elizabeth torres,33,AMPARO DE SÃO FRANCISCO,SE,80581397347,38696379864797,370,53.7831,True,False,10000,0,5061,4939,10000
jonathan humphrey,71,ADAMANTINA,SP,65731194360,99243713,364,53.7831,True,True,10000,0,5061,4939,10000
scott phillips,28,ABREULÂNDIA,TO,99113272560,07081708755393,370,53.7831,True,False,10000,0,5061,4939,10000
dale miller,64,ACRELÂNDIA,AC,38846465164,90107712,371,53.7831,True,True,10000,0,5061,4939,10000
michelle parker,31,ÁGUA BRANCA,AL,16701017118,51206739152610,371,53.7831,True,False,10000,0,5061,4939,10000
mark tran,63,ALVARÃES,AM,57791013029,66549813,371,53.7831,True,True,10000,0,5061,4939,10000
charles ray,32,SERRA DO NAVIO,AP,28328617412,65548623736900,371,53.7831,True,False,10000,0,5061,4939,10000
jennifer reid,59,ABAÍRA,BA,48019614524,50893313,371,53.7831,True,True,10000,0,5061,4939,10000
melissa moore,82,ABAIARA,CE,33566792608,56767623604249,371,53.7831,True,False,10000,0,5061,4939,10000
jerry cochran,77,Brasília,DF,24300012504,28569312,365,53.7831,True,True,10000,0,5061,4939,10000
ashley smith,83,AFONSO CLÁUDIO,ES,26607683401,17665633352905,371,53.7831,True,False,10000,0,5061,4939,10000
melissa rivera,83,ABADIA DE GOIÁS,GO,63451191482,59371913,371,53.7831,True,True,10000,0,5061,4939,10000
dale davis,55,AÇAILÂNDIA,MA,24861384710,60707070490529,371,53.7831,True,False,10000,0,5061,4939,10000
brian brown,49,ABADIA DOS DOURADOS,MG,11751496244,50387513,340,53.7831,True,True,10000,0,5061,4939,10000
michael ruiz,89,ÁGUA CLARA,MS,56481867380,17717135856320,370,53.7831,True,False,10000,0,5061,4939,10000
dakota chase,74,ACORIZAL,MT,18596338624,89517813,370,53.7831,True,True,10000,0,5061,4939,10000
kimberly price,67,ABAETETUBA,PA,70723892296,49525804755080,370,53.7831,True,False,10000,0,5061,4939,10000
james wilson,20,ÁGUA BRANCA,PB,54413414322,56291213,370,53.7831,True,True,10000,0,5061,4939,10000
lindsey gonzalez,48,ABREU E LIMA,PE,78377841460,66555126135907,370,53.7831,True,False,10000,0,5061,4939,10000
nathan johnson,48,ACAUÃ,PI,57072180257,80025113,370,53.7831,True,True,10000,0,5061,4939,10000
kyle jackson,60,ABATIÁ,PR,93673198270,18571927479590,370,53.7831,True,False,10000,0,5061,4939,10000
anthony robinson,80,ANGRA DOS REIS,RJ,19668311884,27308513,355,53.7831,True,True,10000,0,5061,4939,10000
larry payne,28,ACARI,RN,90517535432,40954039370768,370,53.7831,True,False,10000,0,5061,4939,10000
james hernandez,57,ALTA FLORESTA D'OESTE,RO,53341413162,57858613,370,53.7831,True,True,10000,0,5061,4939,10000
adam ball,53,AMAJARI,RR,80696507455,29829145145074,370,53.7831,True,False,10000,0,5061,4939,10000
karen bush,79,ACEGUÁ,RS,81780306598,3075113,370,53.7831,True,True,10000,0,5061,4939,10000
amanda greer,85,ABDON BATISTA,SC,80646013980,08924281798891,370,53.7831,True,False,10000,0,5061,4939,10000
robert murphy,52,AMPARO DE SÃO FRANCISCO,SE,34498225783,44107113,370,53.7831,True,True,10000,0,5061,4939,10000
andrew jordan,80,ADAMANTINA,SP,83674142171,08677246764597,364,53.7831,True,False,10000,0,5061,4939,10000
jessica graham,77,ABREULÂNDIA,TO,9411787061,80198213,370,53.7831,True,True,10000,0,5061,4939,10000
christopher sharp,41,ACRELÂNDIA,AC,01182671918,45783652943813,371,53.7831,True,False,10000,0,5061,4939,10000
mary sexton,75,ÁGUA BRANCA,AL,62997407796,35443513,371,53.7831,True,True,10000,0,5061,4939,10000
annette wade,35,ALVARÃES,AM,37380324608,32118859920538,371,53.7831,True,False,10000,0,5061,4939,10000
russell campbell,37,SERRA DO NAVIO,AP,5472120209,24731113,371,53.7831,True,True,10000,0,5061,4939,10000
gloria johnson,22,ABAÍRA,BA,30040891739,58220588564200,371,53.7831,True,False,10000,0,5061,4939,10000
jody rogers,23,ABAIARA,CE,60228711584,69823513,371,53.7831,True,True,10000,0,5061,4939,10000
heidi dougherty,64,Brasília,DF,62671161077,97998023147943,365,53.7831,True,False,10000,0,5061,4939,10000
charles hines,19,AFONSO CLÁUDIO,ES,12832556930,22497713,371,53.7831,True,True,10000,0,5061,4939,10000
richard roberts,59,ABADIA DE GOIÁS,GO,11808479700,88613495827142,371,53.7831,True,False,10000,0,5061,4939,10000
michael maldonado,88,AÇAILÂNDIA,MA,26834963111,62184313,371,53.7831,True,True,10000,0,5061,4939,10000
ryan hull,90,ABADIA DOS DOURADOS,MG,26499846198,46272222814234,340,53.7831,True,False,10000,0,5061,4939,10000
joseph alexander,29,ÁGUA CLARA,MS,57711702400,7987613,370,53.7831,True,True,10000,0,5061,4939,10000
nicholas haney,75,ACORIZAL,MT,26260705301,59502684355892,370,53.7831,True,False,10000,0,5061,4939,10000
cheryl irwin,71,ABAETETUBA,PA,48946440619,62384713,370,53.7831,True,True,10000,0,5061,4939,10000
angela moody,49,ÁGUA BRANCA,PB,78236772101,25891423819047,370,53.7831,True,False,10000,0,5061,4939,10000
tracy davila,31,ABREU E LIMA,PE,51998828727,17317413,370,53.7831,True,True,10000,0,5061,4939,10000
charles finley,62,ACAUÃ,PI,78216198094,09973979576298,370,53.7831,True,False,10000,0,5061,4939,10000
jasmine bowman,47,ABATIÁ,PR,67805497117,2339412,370,53.7831,True,True,10000,0,5061,4939,10000
matthew villegas,43,ANGRA DOS REIS,RJ,32679259084,93641392994707,355,53.7831,True,False,10000,0,5061,4939,10000
david james,66,ACARI,RN,44474036417,43036513,370,53.7831,True,True,10000,0,5061,4939,10000
deborah stone,30,ALTA FLORESTA D'OESTE,RO,96971390830,54644147871950,370,53.7831,True,False,10000,0,5061,4939,10000
james johnson,60,AMAJARI,RR,84708825978,96340713,370,53.7831,True,True,10000,0,5061,4939,10000
david garcia,51,ACEGUÁ,RS,88158212018,07354078119630,370,53.7831,True,False,10000,0,5061,4939,10000
michael henderson,19,ABDON BATISTA,SC,86183363600,69715412,370,53.7831,True,True,10000,0,5061,4939,10000
melissa valdez,42,AMPARO DE SÃO FRANCISCO,SE,48990089379,27998983583230,370,53.7831,True,False,10000,0,5061,4939,10000
annette schaefer,32,ADAMANTINA,SP,98812406890,1726113,364,53.7831,True,True,10000,0,5061,4939,10000
gina miller,45,ABREULÂNDIA,TO,87389204257,10491330123932,370,53.7831,True,False,10000,0,5061,4939,10000
susan hall,82,ACRELÂNDIA,AC,93810388807,88943513,371,53.7831,True,True,10000,0,5061,4939,10000
rachel hernandez,51,ÁGUA BRANCA,AL,02928232745,70627115112580,371,53.7831,True,False,10000,0,5061,4939,10000
rita thomas,80,ALVARÃES,AM,8134121616,36923513,371,53.7831,True,True,10000,0,5061,4939,10000
christina white,76,SERRA DO NAVIO,AP,82987287933,74651064539292,371,53.7831,True,False,10000,0,5061,4939,10000
ryan lawson,23,ABAÍRA,BA,2075655545,17773113,371,53.7831,True,True,10000,0,5061,4939,10000
rachel thompson,55,ABAIARA,CE,75240644110,68915336124518,371,53.7831,True,False,10000,0,5061,4939,10000
shannon taylor,59,Brasília,DF,10134295919,61855913,365,53.7831,True,True,10000,0,5061,4939,10000
mathew mcintyre,20,AFONSO CLÁUDIO,ES,42325487180,47387809334985,371,53.7831,True,False,10000,0,5061,4939,10000
alexandra edwards,61,ABADIA DE GOIÁS,GO,10792293703,82153313,371,53.7831,True,True,10000,0,5061,4939,10000
kristine diaz,19,AÇAILÂNDIA,MA,63306307041,21952009733838,371,53.7831,True,False,10000,0,5061,4939,10000
david bell,39,ABADIA DOS DOURADOS,MG,71348550660,78558913,340,53.7831,True,True,10000,0,5061,4939,10000
elizabeth brown,61,ÁGUA CLARA,MS,84090742811,34023925547888,370,53.7831,True,False,10000,0,5061,4939,10000
angela alvarado,81,ACORIZAL,MT,15329728495,34089113,370,53.7831,True,True,10000,0,5061,4939,10000
sonia sullivan,31,ABAETETUBA,PA,49083685705,35597603495317,370,53.7831,True,False,10000,0,5061,4939,10000
cassandra phelps,85,ÁGUA BRANCA,PB,82132041903,53623513,370,53.7831,True,True,10000,0,5061,4939,10000
denise lin,20,ABREU E LIMA,PE,19902624065,17709881561224,370,53.7831,True,False,10000,0,5061,4939,10000
travis green,42,ACAUÃ,PI,77975068330,36738813,370,53.7831,True,True,10000,0,5061,4939,10000
amanda bridges,47,ABATIÁ,PR,36449626267,03034010628682,370,53.7831,True,False,10000,0,5061,4939,10000
jon pope,88,ANGRA DOS REIS,RJ,48676602050,33156913,355,53.7831,True,True,10000,0,5061,4939,10000
olivia hill,45,ACARI,RN,07088019272,43271783173098,370,53.7831,True,False,10000,0,5061,4939,10000
donald hernandez,44,ALTA FLORESTA D'OESTE,RO,90130590312,25187813,370,53.7831,True,True,10000,0,5061,4939,10000
jason townsend,31,AMAJARI,RR,60648953220,17747258206954,370,53.7831,True,False,10000,0,5061,4939,10000
casey miller,81,ACEGUÁ,RS,9226685150,37239713,370,53.7831,True,True,10000,0,5061,4939,10000
rachel zuniga,85,ABDON BATISTA,SC,76562648840,58883529032465,370,53.7831,True,False,10000,0,5061,4939,10000
april morris,82,AMPARO DE SÃO FRANCISCO,SE,41167925009,95542313,370,53.7831,True,True,10000,0,5061,4939,10000
matthew hawkins,61,ADAMANTINA,SP,92419305787,63984522538306,364,53.7831,True,False,10000,0,5061,4939,10000
